NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;PIT_TIME;CLASS;GROUP;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed
5;1;5;2:29.887;0;;32.396;2;58.099;0;59.392;0;131.4;12:42.970;12:27:21.231;0:32.396;0:58.099;0:59.392;205.3;;Am;;Toyota Gazoo Racing;GF;32.396;58.099;59.392;20.054;20.054;12.342;32.396;22.609;55.005;35.490;1:30.495;28.801;1:59.296;30.591;2:29.887
5;1;6;2:29.848;2;;32.402;0;57.624;0;59.822;0;131.5;15:12.818;12:29:51.079;0:32.402;0:57.624;0:59.822;205.3;;Am;;Toyota Gazoo Racing;GF;32.402;57.624;59.822;20.157;20.157;12.245;32.402;22.462;54.864;35.162;1:30.026;28.518;1:58.544;31.304;2:29.848
5;1;7;2:32.574;0;;32.775;0;57.761;0;1:02.038;0;129.1;17:45.392;12:32:23.653;0:32.775;0:57.761;1:02.038;202.2;;Am;;Toyota Gazoo Racing;FCY;32.775;57.761;62.038;20.464;20.464;12.311;32.775;22.364;55.139;35.397;1:30.536;28.695;1:59.231;33.343;2:32.574
5;1;8;3:28.326;0;;40.726;0;1:31.454;0;1:16.146;0;94.6;21:13.718;12:35:51.979;0:40.726;1:31.454;1:16.146;90.5;;Am;;Toyota Gazoo Racing;FCY;40.726;91.454;76.146;24.942;24.942;15.784;40.726;31.401;1:12.127;1:00.053;2:12.180;37.304;2:49.484;38.842;3:28.326
5;1;9;3:20.301;0;;46.828;0;1:18.292;0;1:15.181;0;98.3;24:34.019;12:39:12.280;0:46.828;1:18.292;1:15.181;95.6;;Am;;Toyota Gazoo Racing;GF;46.828;78.292;75.181;30.71;30.71;16.118;46.828;26.409;1:13.237;51.883;2:05.120;32.103;2:37.223;43.078;3:20.301
5;1;10;2:32.827;0;;33.216;0;58.263;0;1:01.348;0;128.9;27:06.846;12:41:45.107;0:33.216;0:58.263;1:01.348;200.0;;Am;;Toyota Gazoo Racing;GF;33.216;58.263;61.348;20.482;20.482;12.734;33.216;22.781;55.997;35.482;1:31.479;29.611;2:01.090;31.737;2:32.827
5;1;11;2:32.622;0;;33.707;0;58.191;0;1:00.724;0;129.1;29:39.468;12:44:17.729;0:33.707;0:58.191;1:00.724;196.4;;Am;;Toyota Gazoo Racing;GF;33.707;58.191;60.724;20.958;20.958;12.749;33.707;22.424;56.131;35.767;1:31.898;29.708;2:01.606;31.016;2:32.622
5;1;12;2:31.501;0;;32.766;0;57.451;2;1:01.284;0;130.0;32:10.969;12:46:49.230;0:32.766;0:57.451;1:01.284;203.8;;Am;;Toyota Gazoo Racing;FCY;32.766;57.451;61.284;20.412;20.412;12.354;32.766;22.500;55.266;34.951;1:30.217;29.443;1:59.660;31.841;2:31.501
5;1;13;3:29.238;0;;40.563;0;1:30.103;0;1:18.572;0;94.1;35:40.207;12:50:18.468;0:40.563;1:30.103;1:18.572;94.6;;Am;;Toyota Gazoo Racing;FCY;40.563;90.103;78.572;25.959;25.959;14.604;40.563;31.095;1:11.658;59.008;2:10.666;38.833;2:49.499;39.739;3:29.238
5;1;14;3:37.247;0;;47.891;0;1:27.234;0;1:22.122;0;90.7;39:17.454;12:53:55.715;0:47.891;1:27.234;1:22.122;142.1;;Am;;Toyota Gazoo Racing;GF;47.891;87.234;82.122;32.105;32.105;15.786;47.891;29.618;1:17.509;57.616;2:15.125;37.591;2:52.716;44.531;3:37.247
5;1;15;2:31.721;0;;32.958;0;57.719;0;1:01.044;0;129.8;41:49.175;12:56:27.436;0:32.958;0:57.719;1:01.044;207.7;;Am;;Toyota Gazoo Racing;GF;32.958;57.719;61.044;20.422;20.422;12.536;32.958;22.778;55.736;34.941;1:30.677;29.729;2:00.406;31.315;2:31.721
5;1;16;2:31.370;0;;32.805;0;58.305;0;1:00.260;0;130.1;44:20.545;12:58:58.806;0:32.805;0:58.305;1:00.260;202.2;;Am;;Toyota Gazoo Racing;GF;32.805;58.305;60.26;20.391;20.391;12.414;32.805;23.239;56.044;35.066;1:31.110;29.35;2:00.460;30.91;2:31.370
5;1;17;2:33.612;0;;33.32;0;58.070;0;1:02.222;0;128.2;46:54.157;13:01:32.418;0:33.320;0:58.070;1:02.222;204.5;;Am;;Toyota Gazoo Racing;FF;33.32;58.07;62.222;20.887;20.887;12.433;33.32;22.449;55.769;35.621;1:31.390;29.955;2:01.345;32.267;2:33.612
51;1;1;2:45.424;0;;44.515;0;59.140;0;1:01.769;0;119.1;2:45.424;12:17:23.685;0:44.515;0:59.140;1:01.769;206.9;;Am;;Toyota Gazoo Racing;GF;44.515;59.14;61.769;;;;44.515;23.404;1:07.919;35.736;1:43.655;29.741;2:13.396;32.028;2:45.424
51;1;2;2:30.931;2;;33.137;0;57.562;2;1:00.232;0;130.5;5:16.355;12:19:54.616;0:33.137;0:57.562;1:00.232;205.3;;Am;;Toyota Gazoo Racing;GF;33.137;57.562;60.232;20.572;20.572;12.565;33.137;22.232;55.369;35.330;1:30.699;29.159;1:59.858;31.073;2:30.931
51;1;3;2:51.285;0;;33.375;0;1:17.603;0;1:00.307;0;115.0;8:07.640;12:22:45.901;0:33.375;1:17.603;1:00.307;197.8;;Am;;Toyota Gazoo Racing;GF;33.375;77.603;60.307;20.884;20.884;12.491;33.375;41.513;1:14.888;36.090;1:50.978;29.14;2:20.118;31.167;2:51.285
51;1;4;2:31.973;0;;33.174;0;58.692;0;1:00.107;2;129.6;10:39.613;12:25:17.874;0:33.174;0:58.692;1:00.107;199.3;;Am;;Toyota Gazoo Racing;GF;33.174;58.692;60.107;20.682;20.682;12.492;33.174;22.714;55.888;35.978;1:31.866;29.099;2:00.965;31.008;2:31.973
51;1;5;2:31.734;0;;32.926;0;58.501;0;1:00.307;0;129.8;13:11.347;12:27:49.608;0:32.926;0:58.501;1:00.307;199.3;;Am;;Toyota Gazoo Racing;GF;32.926;58.501;60.307;20.505;20.505;12.421;32.926;22.891;55.817;35.610;1:31.427;29.114;2:00.541;31.193;2:31.734
51;1;6;2:32.598;0;;33.129;0;58.379;0;1:01.090;0;129.1;15:43.945;12:30:22.206;0:33.129;0:58.379;1:01.090;200.0;;Am;;Toyota Gazoo Racing;GF;33.129;58.379;61.09;20.636;20.636;12.493;33.129;22.900;56.029;35.479;1:31.508;29.141;2:00.649;31.949;2:32.598
51;1;7;2:34.595;0;;33.242;0;59.291;0;1:02.062;0;127.4;18:18.540;12:32:56.801;0:33.242;0:59.291;1:02.062;194.2;;Am;;Toyota Gazoo Racing;FCY;33.242;59.291;62.062;20.529;20.529;12.713;33.242;22.846;56.088;36.445;1:32.533;29.888;2:02.421;32.174;2:34.595
51;1;8;3:04.884;0;;33.539;0;1:20.514;0;1:10.831;0;106.5;21:23.424;12:36:01.685;0:33.539;1:20.514;1:10.831;81.6;;Am;;Toyota Gazoo Racing;FCY;33.539;80.514;70.831;20.839;20.839;12.7;33.539;23.463;57.002;57.051;1:54.053;36.417;2:30.470;34.414;3:04.884
51;1;9;3:17.020;0;;48.594;0;1:19.118;0;1:09.308;0;100.0;24:40.444;12:39:18.705;0:48.594;1:19.118;1:09.308;114.9;;Am;;Toyota Gazoo Racing;GF;48.594;79.118;69.308;33.213;33.213;15.381;48.594;25.759;1:14.353;53.359;2:07.712;31.333;2:39.045;37.975;3:17.020
51;1;10;2:33.252;0;;33.62;0;59.268;0;1:00.364;0;128.5;27:13.696;12:41:51.957;0:33.620;0:59.268;1:00.364;197.8;;Am;;Toyota Gazoo Racing;GF;33.62;59.268;60.364;20.877;20.877;12.743;33.62;23.268;56.888;36.000;1:32.888;29.266;2:02.154;31.098;2:33.252
51;1;11;2:31.782;0;;32.745;2;58.743;0;1:00.294;0;129.8;29:45.478;12:44:23.739;0:32.745;0:58.743;1:00.294;203.0;;Am;;Toyota Gazoo Racing;GF;32.745;58.743;60.294;20.25;20.25;12.495;32.745;23.061;55.806;35.682;1:31.488;29.207;2:00.695;31.087;2:31.782
51;1;12;2:35.869;0;;34.067;0;58.697;0;1:03.105;0;126.4;32:21.347;12:46:59.608;0:34.067;0:58.697;1:03.105;200.7;;Am;;Toyota Gazoo Racing;FCY;34.067;58.697;63.105;21.39;21.39;12.677;34.067;22.838;56.905;35.859;1:32.764;30.739;2:03.503;32.366;2:35.869
51;1;13;3:25.885;0;;39.518;0;1:29.773;0;1:16.594;0;95.7;35:47.232;12:50:25.493;0:39.518;1:29.773;1:16.594;95.7;;Am;;Toyota Gazoo Racing;FCY;39.518;89.773;76.594;25.012;25.012;14.506;39.518;29.103;1:08.621;1:00.670;2:09.291;37.512;2:46.803;39.082;3:25.885
51;1;14;3:35.855;0;;50.756;0;1:28.945;0;1:16.154;0;91.3;39:23.087;12:54:01.348;0:50.756;1:28.945;1:16.154;117.6;;Am;;Toyota Gazoo Racing;GF;50.756;88.945;76.154;34.908;34.908;15.848;50.756;26.760;1:17.516;1:02.185;2:19.701;32.446;2:52.147;43.708;3:35.855
51;1;15;2:33.135;0;;33.06;0;58.461;0;1:01.614;0;128.6;41:56.222;12:56:34.483;0:33.060;0:58.461;1:01.614;201.5;;Am;;Toyota Gazoo Racing;GF;33.06;58.461;61.614;20.59;20.59;12.47;33.06;22.744;55.804;35.717;1:31.521;30.119;2:01.640;31.495;2:33.135
51;1;16;2:32.605;0;;33.066;0;58.720;0;1:00.819;0;129.1;44:28.827;12:59:07.088;0:33.066;0:58.720;1:00.819;201.5;;Am;;Toyota Gazoo Racing;GF;33.066;58.72;60.819;20.664;20.664;12.402;33.066;22.789;55.855;35.931;1:31.786;29.753;2:01.539;31.066;2:32.605
51;1;17;2:32.270;0;;33.135;0;58.633;0;1:00.502;0;129.4;47:01.097;13:01:39.358;0:33.135;0:58.633;1:00.502;201.5;;Am;;Toyota Gazoo Racing;FF;33.135;58.633;60.502;20.556;20.556;12.579;33.135;22.890;56.025;35.743;1:31.768;29.005;2:00.773;31.497;2:32.270
55;1;1;2:38.172;0;;40.747;0;57.609;0;59.816;0;124.5;2:38.172;12:17:16.433;0:40.747;0:57.609;0:59.816;205.3;;Am;;Toyota Gazoo Racing;GF;40.747;57.609;59.816;;;;40.747;22.252;1:02.999;35.357;1:38.356;28.642;2:06.998;31.174;2:38.172
55;1;2;2:28.778;2;;32.79;0;57.007;0;58.981;0;132.4;5:06.950;12:19:45.211;0:32.790;0:57.007;0:58.981;202.2;;Am;;Toyota Gazoo Racing;GF;32.79;57.007;58.981;20.477;20.477;12.313;32.79;21.971;54.761;35.036;1:29.797;28.383;1:58.180;30.598;2:28.778
55;1;3;2:29.266;0;;32.65;0;56.934;2;59.682;0;132.0;7:36.216;12:22:14.477;0:32.650;0:56.934;0:59.682;202.2;;Am;;Toyota Gazoo Racing;GF;32.65;56.934;59.682;20.293;20.293;12.357;32.65;21.915;54.565;35.019;1:29.584;29.034;1:58.618;30.648;2:29.266
55;1;4;2:30.214;0;;32.928;0;57.490;0;59.796;0;131.1;10:06.430;12:24:44.691;0:32.928;0:57.490;0:59.796;200.7;;Am;;Toyota Gazoo Racing;GF;32.928;57.49;59.796;20.497;20.497;12.431;32.928;22.304;55.232;35.186;1:30.418;28.994;1:59.412;30.802;2:30.214
55;1;5;2:30.264;0;;32.618;0;57.937;0;59.709;0;131.1;12:36.694;12:27:14.955;0:32.618;0:57.937;0:59.709;198.5;;Am;;Toyota Gazoo Racing;GF;32.618;57.937;59.709;20.241;20.241;12.377;32.618;22.276;54.894;35.661;1:30.555;29.055;1:59.610;30.654;2:30.264
55;1;6;2:29.390;0;;33.027;0;57.399;0;58.964;2;131.9;15:06.084;12:29:44.345;0:33.027;0:57.399;0:58.964;203.0;;Am;;Toyota Gazoo Racing;GF;33.027;57.399;58.964;20.437;20.437;12.59;33.027;22.336;55.363;35.063;1:30.426;28.36;1:58.786;30.604;2:29.390
55;1;7;2:34.726;0;;32.561;2;57.475;0;1:04.690;0;127.3;17:40.810;12:32:19.071;0:32.561;0:57.475;1:04.690;199.3;;Am;;Toyota Gazoo Racing;FCY;32.561;57.475;64.69;20.217;20.217;12.344;32.561;22.060;54.621;35.415;1:30.036;29.616;1:59.652;35.074;2:34.726
55;1;8;3:29.852;0;;41.122;0;1:31.928;0;1:16.802;0;93.9;21:10.662;12:35:48.923;0:41.122;1:31.928;1:16.802;84.0;;Am;;Toyota Gazoo Racing;FCY;41.122;91.928;76.802;24.453;24.453;16.669;41.122;32.704;1:13.826;59.224;2:13.050;36.717;2:49.767;40.085;3:29.852
55;1;9;3:21.487;0;;45.235;0;1:18.673;0;1:17.579;0;97.8;24:32.149;12:39:10.410;0:45.235;1:18.673;1:17.579;139.5;;Am;;Toyota Gazoo Racing;GF;45.235;78.673;77.579;29.801;29.801;15.434;45.235;27.729;1:12.964;50.944;2:03.908;32.997;2:36.905;44.582;3:21.487
55;1;10;2:31.684;0;;33.209;0;57.738;0;1:00.737;0;129.9;27:03.833;12:41:42.094;0:33.209;0:57.738;1:00.737;204.5;;Am;;Toyota Gazoo Racing;GF;33.209;57.738;60.737;20.312;20.312;12.897;33.209;22.632;55.841;35.106;1:30.947;29.93;2:00.877;30.807;2:31.684
55;1;11;2:29.525;0;;32.718;0;57.389;0;59.418;0;131.7;29:33.358;12:44:11.619;0:32.718;0:57.389;0:59.418;198.5;;Am;;Toyota Gazoo Racing;GF;32.718;57.389;59.418;20.306;20.306;12.412;32.718;22.147;54.865;35.242;1:30.107;28.738;1:58.845;30.68;2:29.525
55;1;12;2:34.249;0;;32.928;0;57.106;0;1:04.215;0;127.7;32:07.607;12:46:45.868;0:32.928;0:57.106;1:04.215;200.0;;Am;;Toyota Gazoo Racing;FCY;32.928;57.106;64.215;20.517;20.517;12.411;32.928;22.012;54.940;35.094;1:30.034;28.689;1:58.723;35.526;2:34.249
55;1;13;3:30.337;0;;42.127;0;1:29.065;0;1:19.145;0;93.7;35:37.944;12:50:16.205;0:42.127;1:29.065;1:19.145;95.4;;Am;;Toyota Gazoo Racing;FCY;42.127;89.065;79.145;26.512;26.512;15.615;42.127;30.377;1:12.504;58.688;2:11.192;39.507;2:50.699;39.638;3:30.337
55;1;14;3:37.753;0;;47.667;0;1:26.511;0;1:23.575;0;90.5;39:15.697;12:53:53.958;0:47.667;1:26.511;1:23.575;98.4;;Am;;Toyota Gazoo Racing;GF;47.667;86.511;83.575;31.324;31.324;16.343;47.667;29.838;1:17.505;56.673;2:14.178;38.13;2:52.308;45.445;3:37.753
55;1;15;2:30.582;0;;32.783;0;57.995;0;59.804;0;130.8;41:46.279;12:56:24.540;0:32.783;0:57.995;0:59.804;197.8;;Am;;Toyota Gazoo Racing;GF;32.783;57.995;59.804;20.382;20.382;12.401;32.783;22.276;55.059;35.719;1:30.778;29.097;1:59.875;30.707;2:30.582
55;1;16;2:29.030;0;;32.584;0;57.248;0;59.198;0;132.2;44:15.309;12:58:53.570;0:32.584;0:57.248;0:59.198;203.0;;Am;;Toyota Gazoo Racing;GF;32.584;57.248;59.198;20.218;20.218;12.366;32.584;22.192;54.776;35.056;1:29.832;28.5;1:58.332;30.698;2:29.030
55;1;17;2:30.444;0;;32.739;0;57.369;0;1:00.336;0;130.9;46:45.753;13:01:24.014;0:32.739;0:57.369;1:00.336;200.7;;Am;;Toyota Gazoo Racing;FF;32.739;57.369;60.336;20.389;20.389;12.35;32.739;22.018;54.757;35.351;1:30.108;29.594;1:59.702;30.742;2:30.444
57;1;1;2:48.306;0;;45.835;0;1:00.707;0;1:01.764;0;117.0;2:48.306;12:17:26.567;0:45.835;1:00.707;1:01.764;202.2;;Am;Legends;Toyota Gazoo Racing;GF;45.835;60.707;61.764;;;;45.835;24.533;1:10.368;36.174;1:46.542;;;;2:48.306
57;1;2;2:33.100;0;;33.404;0;58.829;0;1:00.867;0;128.7;5:21.406;12:19:59.667;0:33.404;0:58.829;1:00.867;197.8;;Am;Legends;Toyota Gazoo Racing;GF;33.404;58.829;60.867;;;;33.404;;;;1:32.233;;;;2:33.100
57;1;3;2:32.884;0;;33.015;2;58.802;0;1:01.067;0;128.8;7:54.290;12:22:32.551;0:33.015;0:58.802;1:01.067;199.3;;Am;Legends;Toyota Gazoo Racing;GF;33.015;58.802;61.067;;;;33.015;23.230;56.245;35.572;1:31.817;;;;2:32.884
57;1;4;2:34.140;0;;34.377;0;58.452;0;1:01.311;0;127.8;10:28.430;12:25:06.691;0:34.377;0:58.452;1:01.311;201.5;;Am;Legends;Toyota Gazoo Racing;GF;34.377;58.452;61.311;;;;34.377;;;;1:32.829;;;;2:34.140
57;1;5;2:33.010;0;;34.386;0;58.168;2;1:00.456;0;128.7;13:01.440;12:27:39.701;0:34.386;0:58.168;1:00.456;203.0;;Am;Legends;Toyota Gazoo Racing;GF;34.386;58.168;60.456;;;;34.386;;;;1:32.554;;;;2:33.010
57;1;6;2:33.343;0;;33.022;0;58.829;0;1:01.492;0;128.5;15:34.783;12:30:13.044;0:33.022;0:58.829;1:01.492;204.5;;Am;Legends;Toyota Gazoo Racing;GF;33.022;58.829;61.492;;;;33.022;;;;1:31.851;32.529;2:04.380;28.963;2:33.343
57;1;7;2:37.525;0;;33.279;0;58.930;0;1:05.316;0;125.0;18:12.308;12:32:50.569;0:33.279;0:58.930;1:05.316;192.9;;Am;Legends;Toyota Gazoo Racing;FCY;33.279;58.93;65.316;;;;33.279;23.083;56.362;35.847;1:32.209;;;;2:37.525
57;1;8;3:08.477;0;;35.097;0;1:20.820;0;1:12.560;0;104.5;21:20.785;12:35:59.046;0:35.097;1:20.820;1:12.560;78.9;;Am;Legends;Toyota Gazoo Racing;FCY;35.097;80.82;72.56;;;;35.097;;;;1:55.917;;;;3:08.477
57;1;9;3:17.706;0;;48.898;0;1:18.043;0;1:10.765;0;99.6;24:38.491;12:39:16.752;0:48.898;1:18.043;1:10.765;130.8;;Am;Legends;Toyota Gazoo Racing;GF;48.898;78.043;70.765;33.19;33.19;15.708;48.898;;;;2:06.941;;;;3:17.706
57;1;10;2:32.766;2;;33.691;0;58.642;0;1:00.433;2;128.9;27:11.257;12:41:49.518;0:33.691;0:58.642;1:00.433;200.7;;Am;Legends;Toyota Gazoo Racing;GF;33.691;58.642;60.433;;;;33.691;;;;1:32.333;;;;2:32.766
57;1;11;2:33.138;0;;33.292;0;58.412;0;1:01.434;0;128.6;29:44.395;12:44:22.656;0:33.292;0:58.412;1:01.434;206.9;;Am;Legends;Toyota Gazoo Racing;GF;33.292;58.412;61.434;;;;33.292;;;;1:31.704;;;;2:33.138
57;1;12;2:52.874;0;;49.276;0;1:01.603;0;1:01.995;0;113.9;32:37.269;12:47:15.530;0:49.276;1:01.603;1:01.995;198.5;;Am;Legends;Toyota Gazoo Racing;FCY;49.276;61.603;61.995;;;;49.276;;;;1:50.879;19.378;2:10.257;42.617;2:52.874
57;1;13;3:11.935;0;;34.626;0;1:21.653;0;1:15.656;0;102.6;35:49.204;12:50:27.465;0:34.626;1:21.653;1:15.656;75.2;;Am;Legends;Toyota Gazoo Racing;FCY;34.626;81.653;75.656;;;;34.626;;;;1:56.279;37.074;2:33.353;38.582;3:11.935
57;1;14;3:35.449;0;;50.254;0;1:29.585;0;1:15.610;0;91.4;39:24.653;12:54:02.914;0:50.254;1:29.585;1:15.610;127.1;;Am;Legends;Toyota Gazoo Racing;GF;50.254;89.585;75.61;35.83;35.83;14.424;50.254;27.874;1:18.128;1:01.711;2:19.839;;;;3:35.449
57;1;15;2:32.869;0;;33.629;0;58.532;0;1:00.708;0;128.9;41:57.522;12:56:35.783;0:33.629;0:58.532;1:00.708;204.5;;Am;Legends;Toyota Gazoo Racing;GF;33.629;58.532;60.708;;;;33.629;22.131;55.760;36.401;1:32.161;;;;2:32.869
57;1;16;2:34.178;0;;33.316;0;59.778;0;1:01.084;0;127.8;44:31.700;12:59:09.961;0:33.316;0:59.778;1:01.084;200.7;;Am;Legends;Toyota Gazoo Racing;GF;33.316;59.778;61.084;;;;33.316;22.913;56.229;36.865;1:33.094;;;;2:34.178
57;1;17;2:33.128;0;;33.044;0;58.686;0;1:01.398;0;128.6;47:04.828;13:01:43.089;0:33.044;0:58.686;1:01.398;203.8;;Am;Legends;Toyota Gazoo Racing;FF;33.044;58.686;61.398;;;;33.044;22.899;55.943;35.787;1:31.730;;;;2:33.128
7;1;1;2:35.206;0;;39.569;0;56.721;0;58.916;0;126.9;2:35.206;12:17:13.467;0:39.569;0:56.721;0:58.916;201.5;;Am;;Toyota Gazoo Racing;GF;39.569;56.721;58.916;;;;39.569;21.698;1:01.267;35.023;1:36.290;28.449;2:04.739;30.467;2:35.206
7;1;2;2:28.809;0;;32.527;0;56.962;0;59.320;0;132.4;5:04.015;12:19:42.276;0:32.527;0:56.962;0:59.320;201.5;;Am;;Toyota Gazoo Racing;GF;32.527;56.962;59.32;20.193;20.193;12.334;32.527;21.731;54.258;35.231;1:29.489;28.48;1:57.969;30.84;2:28.809
7;1;3;2:28.185;0;;32.424;0;56.817;0;58.944;0;132.9;7:32.200;12:22:10.461;0:32.424;0:56.817;0:58.944;202.2;;Am;;Toyota Gazoo Racing;GF;32.424;56.817;58.944;20.165;20.165;12.259;32.424;21.807;54.231;35.010;1:29.241;28.52;1:57.761;30.424;2:28.185
7;1;4;2:28.272;0;;32.531;0;56.764;0;58.977;0;132.9;10:00.472;12:24:38.733;0:32.531;0:56.764;0:58.977;200.7;;Am;;Toyota Gazoo Racing;GF;32.531;56.764;58.977;20.221;20.221;12.31;32.531;21.631;54.162;35.133;1:29.295;28.459;1:57.754;30.518;2:28.272
7;1;5;2:28.112;3;;32.537;0;56.699;0;58.876;2;133.0;12:28.584;12:27:06.845;0:32.537;0:56.699;0:58.876;201.5;;Am;;Toyota Gazoo Racing;GF;32.537;56.699;58.876;20.25;20.25;12.287;32.537;21.717;54.254;34.982;1:29.236;28.419;1:57.655;30.457;2:28.112
7;1;6;2:28.330;0;;32.495;0;56.864;0;58.971;0;132.8;14:56.914;12:29:35.175;0:32.495;0:56.864;0:58.971;203.0;;Am;;Toyota Gazoo Racing;GF;32.495;56.864;58.971;20.237;20.237;12.258;32.495;21.856;54.351;35.008;1:29.359;28.448;1:57.807;30.523;2:28.330
7;1;7;2:33.784;0;;32.397;2;56.521;3;1:04.866;0;128.1;17:30.698;12:32:08.959;0:32.397;0:56.521;1:04.866;203.8;;Am;;Toyota Gazoo Racing;FCY;32.397;56.521;64.866;20.185;20.185;12.212;32.397;21.717;54.114;34.804;1:28.918;28.549;1:57.467;36.317;2:33.784
7;1;8;3:33.009;0;;46.177;0;1:28.718;0;1:18.114;0;92.5;21:03.707;12:35:41.968;0:46.177;1:28.718;1:18.114;100.9;;Am;;Toyota Gazoo Racing;FCY;46.177;88.718;78.114;27.958;27.958;18.219;46.177;32.285;1:18.462;56.433;2:14.895;36.724;2:51.619;41.39;3:33.009
7;1;9;3:26.238;0;;47.691;0;1:17.798;0;1:20.749;0;95.5;24:29.945;12:39:08.206;0:47.691;1:17.798;1:20.749;108.9;;Am;;Toyota Gazoo Racing;FCY;47.691;77.798;80.749;30.808;30.808;16.883;47.691;27.387;1:15.078;50.411;2:05.489;34.375;2:39.864;46.374;3:26.238
7;1;10;2:28.288;0;;32.616;0;56.727;0;58.945;0;132.8;26:58.233;12:41:36.494;0:32.616;0:56.727;0:58.945;201.5;;Am;;Toyota Gazoo Racing;GF;32.616;56.727;58.945;20.357;20.357;12.259;32.616;21.727;54.343;35.000;1:29.343;28.47;1:57.813;30.475;2:28.288
7;1;11;2:28.204;0;;32.464;0;56.731;0;59.009;0;132.9;29:26.437;12:44:04.698;0:32.464;0:56.731;0:59.009;201.5;;Am;;Toyota Gazoo Racing;GF;32.464;56.731;59.009;20.18;20.18;12.284;32.464;21.758;54.222;34.973;1:29.195;28.562;1:57.757;30.447;2:28.204
7;1;12;2:33.428;0;;32.442;0;56.885;0;1:04.101;0;128.4;31:59.865;12:46:38.126;0:32.442;0:56.885;1:04.101;203.0;;Am;;Toyota Gazoo Racing;FCY;32.442;56.885;64.101;20.179;20.179;12.263;32.442;21.751;54.193;35.134;1:29.327;28.488;1:57.815;35.613;2:33.428
7;1;13;3:31.972;0;;44.027;0;1:27.889;0;1:20.056;0;92.9;35:31.837;12:50:10.098;0:44.027;1:27.889;1:20.056;100.6;;Am;;Toyota Gazoo Racing;FCY;44.027;87.889;80.056;25.842;25.842;18.185;44.027;31.017;1:15.044;56.872;2:11.916;38.738;2:50.654;41.318;3:31.972
7;1;14;3:41.573;0;;48.359;0;1:26.991;0;1:26.223;0;88.9;39:13.410;12:53:51.671;0:48.359;1:26.991;1:26.223;86.0;;Am;;Toyota Gazoo Racing;GF;48.359;86.991;86.223;29.856;29.856;18.503;48.359;29.623;1:17.982;57.368;2:15.350;38.879;2:54.229;47.344;3:41.573
7;1;15;2:28.568;0;;32.885;0;56.733;0;58.950;0;132.6;41:41.978;12:56:20.239;0:32.885;0:56.733;0:58.950;203.0;;Am;;Toyota Gazoo Racing;GF;32.885;56.733;58.95;20.45;20.45;12.435;32.885;21.684;54.569;35.049;1:29.618;28.525;1:58.143;30.425;2:28.568
7;1;16;2:28.266;0;;32.543;0;56.799;0;58.924;0;132.9;44:10.244;12:58:48.505;0:32.543;0:56.799;0:58.924;203.0;;Am;;Toyota Gazoo Racing;GF;32.543;56.799;58.924;20.224;20.224;12.319;32.543;21.827;54.370;34.972;1:29.342;28.413;1:57.755;30.511;2:28.266
7;1;17;2:28.843;0;;32.471;0;57.141;0;59.231;0;132.3;46:39.087;13:01:17.348;0:32.471;0:57.141;0:59.231;201.5;;Am;;Toyota Gazoo Racing;FF;32.471;57.141;59.231;20.244;20.244;12.227;32.471;21.854;54.325;35.287;1:29.612;28.678;1:58.290;30.553;2:28.843
71;1;1;2:40.012;0;;41.904;0;58.338;0;59.770;0;123.1;2:40.012;12:17:18.273;0:41.904;0:58.338;0:59.770;203.0;;Am;;Toyota Gazoo Racing;GF;41.904;58.338;59.77;;;;41.904;22.914;1:04.818;35.424;1:40.242;29.014;2:09.256;30.756;2:40.012
71;1;2;2:29.797;0;;32.692;0;57.348;0;59.757;0;131.5;5:09.809;12:19:48.070;0:32.692;0:57.348;0:59.757;206.9;;Am;;Toyota Gazoo Racing;GF;32.692;57.348;59.757;20.323;20.323;12.369;32.692;22.301;54.993;35.047;1:30.040;28.991;1:59.031;30.766;2:29.797
71;1;3;2:29.412;0;;32.498;0;57.536;0;59.378;0;131.8;7:39.221;12:22:17.482;0:32.498;0:57.536;0:59.378;202.2;;Am;;Toyota Gazoo Racing;GF;32.498;57.536;59.378;20.194;20.194;12.304;32.498;22.266;54.764;35.270;1:30.034;28.646;1:58.680;30.732;2:29.412
71;1;4;2:29.351;0;;32.612;0;57.400;0;59.339;0;131.9;10:08.572;12:24:46.833;0:32.612;0:57.400;0:59.339;203.8;;Am;;Toyota Gazoo Racing;GF;32.612;57.4;59.339;20.285;20.285;12.327;32.612;22.287;54.899;35.113;1:30.012;28.666;1:58.678;30.673;2:29.351
71;1;5;2:29.263;0;;32.373;2;57.501;0;59.389;0;132.0;12:37.835;12:27:16.096;0:32.373;0:57.501;0:59.389;202.2;;Am;;Toyota Gazoo Racing;GF;32.373;57.501;59.389;20.109;20.109;12.264;32.373;22.278;54.651;35.223;1:29.874;28.738;1:58.612;30.651;2:29.263
